dfsNombre_indice;dfdFechaComparacion;sSucursal;sTipo_factura;sTipo_nota;sNumero_factura;sNumero_nota;sCliente;sNombre_cliente;dFecha_emision_factura;dFecha_nota; nSaldo_factura ; nSaldo_nota ;sMoneda;sCodigo_indice;nNeto_factura;dFecha_calculo_punitorios;dVencimiento_nota;nIntereses_punitorios;dFec_vencim_origen;dFec_venc_1;dFec_venc_2;dFec_venc_3;dFec_venc_4;nInt_venc_1;nInt_venc_2;nInt_venc_3;nInt_venc_4;sNombre_sucursal;dfdFechaEmisionDesde;dfdFechaEmisionHasta;dfdFechaVencDesde;dfdFechaVencHasta;swEsNota;swEsFactura;nwSaldoNoVencido;nwSaldoVencido;nSaldoVencido30;nSaldoVencido60;nSaldoVencido90;nSaldoVencido120;nSaldoVencido150;nSaldoVencido180;nSaldoVencido210;nSaldoVencido240;nSaldoVencidoMasQue240;nwPunitorios;nwTotalDeudaVencida;nwDiasEnLaCalle;dwFechaVencimiento;nwSaldoXDias;sDetallado;sResumido;sClienteMoneda;sSub_business_area;sDomicilio_legal;sTelefono_legal;nSaldoVencido30Ocultado;nSaldoVencido60Ocultado;nSaldoVencido90Ocultado;nSaldoVencido120Ocultado;nSaldoVencido150Ocultado;nSaldoVencido180Ocultado;nSaldoVencido210Ocultado;nSaldoVencido240Ocultado;nSaldoVencidoMasQue240Ocultado;nwSaldoNoVencidoOcultado;nwPunitoriosOcultado;sEstado_cliente;sSaltoPag;sBreak_estado;sBreak_sucursal;sBreak_SBA;sBreak_moneda
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56423;;110000001;ACERIA DEL ECUADOR CA ADELCA;09/09/2019 19:48;; 604.78 ;;D;;616.9;08/11/2019 19:48;;0;08/11/2019 19:48;;;;;;;;;QUITO SUR;;;;;;1;604.78;0;0;0;0;0;0;0;0;0;0;0;0;0;08/11/2019 19:48;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56457;;110000001;ACERIA DEL ECUADOR CA ADELCA;10/09/2019 18:52;; 483.12 ;;D;;492.8;09/11/2019 18:52;;0;09/11/2019 18:52;;;;;;;;;QUITO SUR;;;;;;1;483.12;0;0;0;0;0;0;0;0;0;0;0;0;0;09/11/2019 18:52;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56458;;110000001;ACERIA DEL ECUADOR CA ADELCA;10/09/2019 18:52;; 653.03 ;;D;;666.12;10/10/2019 18:52;;0;10/10/2019 18:52;;;;;;;;;QUITO SUR;;;;;;1;0;0;653.03;0;0;0;0;0;0;0;0;0;0;51.21;10/10/2019 18:52;33,443.61;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56516;;110000001;ACERIA DEL ECUADOR CA ADELCA;12/09/2019 20:25;; 212.02 ;;D;;216.27;11/11/2019 20:25;;0;11/11/2019 20:25;;;;;;;;;QUITO SUR;;;;;;1;212.02;0;0;0;0;0;0;0;0;0;0;0;0;0;11/11/2019 20:25;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56589;;110000001;ACERIA DEL ECUADOR CA ADELCA;16/09/2019 19:48;; 605.22 ;;D;;617.34;15/11/2019 19:48;;0;15/11/2019 19:48;;;;;;;;;QUITO SUR;;;;;;1;605.22;0;0;0;0;0;0;0;0;0;0;0;0;0;15/11/2019 19:48;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56600;;110000001;ACERIA DEL ECUADOR CA ADELCA;17/09/2019 14:29;; 242.44 ;;D;;247.3;16/11/2019 14:29;;0;16/11/2019 14:29;;;;;;;;;QUITO SUR;;;;;;1;242.44;0;0;0;0;0;0;0;0;0;0;0;0;0;16/11/2019 14:29;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56601;;110000001;ACERIA DEL ECUADOR CA ADELCA;17/09/2019 14:30;; 362.34 ;;D;;369.6;16/11/2019 14:30;;0;16/11/2019 14:30;;;;;;;;;QUITO SUR;;;;;;1;362.34;0;0;0;0;0;0;0;0;0;0;0;0;0;16/11/2019 14:30;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56624;;110000001;ACERIA DEL ECUADOR CA ADELCA;17/09/2019 20:04;; 1,258.69 ;;D;;1,283.91;17/10/2019 20:04;;0;17/10/2019 20:04;;;;;;;;;QUITO SUR;;;;;;1;0;0;1,258.69;0;0;0;0;0;0;0;0;0;0;44.16;17/10/2019 20:04;55,587.36;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56785;;110000001;ACERIA DEL ECUADOR CA ADELCA;24/09/2019 16:22;; 1,058.51 ;;D;;1,058.51;24/10/2019 16:22;;0;24/10/2019 16:22;;;;;;;;;QUITO SUR;;;;;;1;0;0;1,058.51;0;0;0;0;0;0;0;0;0;0;37.32;24/10/2019 16:22;39,500.60;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56786;;110000001;ACERIA DEL ECUADOR CA ADELCA;24/09/2019 16:25;; 433.89 ;;D;;433.89;24/10/2019 16:25;;0;24/10/2019 16:25;;;;;;;;;QUITO SUR;;;;;;1;0;0;433.89;0;0;0;0;0;0;0;0;0;0;37.31;24/10/2019 16:25;16,190.46;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56787;;110000001;ACERIA DEL ECUADOR CA ADELCA;24/09/2019 16:28;; 53.04 ;;D;;53.04;24/10/2019 16:28;;0;24/10/2019 16:28;;;;;;;;;QUITO SUR;;;;;;1;0;0;53.04;0;0;0;0;0;0;0;0;0;0;37.31;24/10/2019 16:28;1,979.08;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56829;;110000001;ACERIA DEL ECUADOR CA ADELCA;25/09/2019 16:43;; 363.66 ;;D;;370.94;24/11/2019 16:43;;0;24/11/2019 16:43;;;;;;;;;QUITO SUR;;;;;;1;363.66;0;0;0;0;0;0;0;0;0;0;0;0;0;24/11/2019 16:43;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56830;;110000001;ACERIA DEL ECUADOR CA ADELCA;25/09/2019 16:46;; 603.90 ;;D;;616;24/11/2019 16:46;;0;24/11/2019 16:46;;;;;;;;;QUITO SUR;;;;;;1;603.9;0;0;0;0;0;0;0;0;0;0;0;0;0;24/11/2019 16:46;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56831;;110000001;ACERIA DEL ECUADOR CA ADELCA;25/09/2019 16:48;; 859.77 ;;D;;859.77;25/10/2019 16:48;;0;25/10/2019 16:48;;;;;;;;;QUITO SUR;;;;;;1;0;0;859.77;0;0;0;0;0;0;0;0;0;0;36.3;25/10/2019 16:48;31,209.03;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57033;;110000001;ACERIA DEL ECUADOR CA ADELCA;03/10/2019 09:45;; 846.78 ;;D;;863.74;02/11/2019 09:45;;0;02/11/2019 09:45;;;;;;;;;QUITO SUR;;;;;;1;846.78;0;0;0;0;0;0;0;0;0;0;0;0;0;02/11/2019 09:45;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57034;;110000001;ACERIA DEL ECUADOR CA ADELCA;03/10/2019 09:49;; 949.22 ;;D;;968.24;02/11/2019 09:49;;0;02/11/2019 09:49;;;;;;;;;QUITO SUR;;;;;;1;949.22;0;0;0;0;0;0;0;0;0;0;0;0;0;02/11/2019 09:49;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57187;;110000001;ACERIA DEL ECUADOR CA ADELCA;14/10/2019 08:53;; 799.01 ;;D;;815.02;13/11/2019 08:53;;0;13/11/2019 08:53;;;;;;;;;QUITO SUR;;;;;;1;799.01;0;0;0;0;0;0;0;0;0;0;0;0;0;13/11/2019 08:53;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57233;;110000001;ACERIA DEL ECUADOR CA ADELCA;14/10/2019 19:58;; 1,113.59 ;;D;;1,135.90;13/11/2019 19:58;;0;13/11/2019 19:58;;;;;;;;;QUITO SUR;;;;;;1;1,113.59;0;0;0;0;0;0;0;0;0;0;0;0;0;13/11/2019 19:58;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57268;;110000001;ACERIA DEL ECUADOR CA ADELCA;15/10/2019 21:54;; 483.12 ;;D;;492.8;14/12/2019 21:54;;0;14/12/2019 21:54;;;;;;;;;QUITO SUR;;;;;;1;483.12;0;0;0;0;0;0;0;0;0;0;0;0;0;14/12/2019 21:54;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57357;;110000001;ACERIA DEL ECUADOR CA ADELCA;18/10/2019 21:49;; 381.89 ;;D;;389.54;17/12/2019 21:49;;0;17/12/2019 21:49;;;;;;;;;QUITO SUR;;;;;;1;381.89;0;0;0;0;0;0;0;0;0;0;0;0;0;17/12/2019 21:49;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57358;;110000001;ACERIA DEL ECUADOR CA ADELCA;18/10/2019 21:49;; 584.52 ;;D;;596.23;17/11/2019 21:49;;0;17/11/2019 21:49;;;;;;;;;QUITO SUR;;;;;;1;584.52;0;0;0;0;0;0;0;0;0;0;0;0;0;17/11/2019 21:49;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57410;;110000001;ACERIA DEL ECUADOR CA ADELCA;21/10/2019 19:59;; 1,105.24 ;;D;;1,127.39;20/12/2019 19:59;;0;20/12/2019 19:59;;;;;;;;;QUITO SUR;;;;;;1;1,105.24;0;0;0;0;0;0;0;0;0;0;0;0;0;20/12/2019 19:59;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57633;;110000001;ACERIA DEL ECUADOR CA ADELCA;31/10/2019 18:27;; 987.39 ;;D;;987.39;30/12/2019 18:27;;0;30/12/2019 18:27;;;;;;;;;QUITO SUR;;;;;;1;987.39;0;0;0;0;0;0;0;0;0;0;0;0;0;30/12/2019 18:27;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57634;;110000001;ACERIA DEL ECUADOR CA ADELCA;31/10/2019 18:27;; 1,400.50 ;;D;;1,400.50;30/11/2019 18:27;;0;30/11/2019 18:27;;;;;;;;;QUITO SUR;;;;;;1;1,400.50;0;0;0;0;0;0;0;0;0;0;0;0;0;30/11/2019 18:27;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;57635;;110000001;ACERIA DEL ECUADOR CA ADELCA;31/10/2019 18:27;; 1,186.14 ;;D;;1,186.14;30/11/2019 18:27;;0;30/11/2019 18:27;;;;;;;;;QUITO SUR;;;;;;1;1,186.14;0;0;0;0;0;0;0;0;0;0;0;0;0;30/11/2019 18:27;0;SI;;110000001D;GA;DEL ESTABLO 50 Y DEL CHARRO;23968100;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;55821;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;21/08/2019 10:55;; 517.05 ;;D;;527.41;20/09/2019 10:55;;0;20/09/2019 10:55;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;517.05;0;0;0;0;0;0;0;0;0;71.54;20/09/2019 10:55;36,991.82;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;55997;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;27/08/2019 19:33;; 36.84 ;;D;;36.84;26/09/2019 19:33;;0;26/09/2019 19:33;;;;;;;;;QUITO SUR;;;;;;1;0;0;0;36.84;0;0;0;0;0;0;0;0;0;65.18;26/09/2019 19:33;2,401.38;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56278;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;04/09/2019 16:30;; 537.14 ;;D;;547.9;04/10/2019 16:30;;0;04/10/2019 16:30;;;;;;;;;QUITO SUR;;;;;;1;0;0;537.14;0;0;0;0;0;0;0;0;0;0;57.31;04/10/2019 16:30;30,784.34;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56279;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;04/09/2019 16:34;; 717.98 ;;D;;732.37;04/10/2019 16:34;;0;04/10/2019 16:34;;;;;;;;;QUITO SUR;;;;;;1;0;0;717.98;0;0;0;0;0;0;0;0;0;0;57.31;04/10/2019 16:34;41,146.53;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56280;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;04/09/2019 16:39;; 328.74 ;;D;;328.74;04/10/2019 16:39;;0;04/10/2019 16:39;;;;;;;;;QUITO SUR;;;;;;1;0;0;328.74;0;0;0;0;0;0;0;0;0;0;57.31;04/10/2019 16:39;18,838.49;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56281;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;04/09/2019 16:39;; 31.18 ;;D;;31.5;04/10/2019 16:39;;0;04/10/2019 16:39;;;;;;;;;QUITO SUR;;;;;;1;0;0;31.18;0;0;0;0;0;0;0;0;0;0;57.31;04/10/2019 16:39;1,786.77;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56282;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;04/09/2019 16:39;; 634.64 ;;D;;647.36;04/10/2019 16:39;;0;04/10/2019 16:39;;;;;;;;;QUITO SUR;;;;;;1;0;0;634.64;0;0;0;0;0;0;0;0;0;0;57.31;04/10/2019 16:39;36,368.10;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56378;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;09/09/2019 10:38;; 664.07 ;;D;;677.38;09/10/2019 10:38;;0;09/10/2019 10:38;;;;;;;;;QUITO SUR;;;;;;1;0;0;664.07;0;0;0;0;0;0;0;0;0;0;52.56;09/10/2019 10:38;34,900.70;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56541;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;13/09/2019 09:46;; 631.35 ;;D;;644;13/10/2019 09:46;;0;13/10/2019 09:46;;;;;;;;;QUITO SUR;;;;;;1;0;0;631.35;0;0;0;0;0;0;0;0;0;0;48.59;13/10/2019 09:46;30,678.78;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
NO SE COBRAN PUNITORIOS;31/10/2019 23:59;110;FAC03;;56616;;110000002;INDUSTRIA DE ACERO DE LOS ANDES SA;17/09/2019 15:56;; 258.25 ;;D;;263.42;17/10/2019 15:56;;0;17/10/2019 15:56;;;;;;;;;QUITO SUR;;;;;;1;0;0;258.25;0;0;0;0;0;0;0;0;0;0;44.33;17/10/2019 15:56;11,449.47;SI;;110000002D;GA;PANAMERICANA SUR KM 14 1/2;2690652;0;0;0;0;0;0;0;0;0;0;0;ACTIVO;;ACTIVO;110;GA;
